company_name,typeOfBusiness,sector,regionsOfOperation,newRegionsTargeting,website
GR8 Tech,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
GR8 Tech,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
OneCasino,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, North America, Australasia","Europe, North America",
GR8 Tech,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
GR8 Tech,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
GR8 Tech,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
OneCasino,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, Latin America","Europe, North America, Latin America",
T-Lab,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
GR8 Tech,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Symbiosis,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Onlyplay,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, Africa, Latin America, Australasia, MENA (Middle East North Africa)",Asia,https://onlyplay.com/
Ontario Lottery and Gaming Corporation,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Sports Betting",North America,North America,
OPAP S.A.,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Sports Betting, Security/Cyber-security",Europe,Europe,
Open Gaming,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Esports",Latin America,Latin America,https://opengaming.com.br/
Openfort,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo",Europe,Latin America,
Clovr Labs,"Supplier (product, technology or service)",Casino & Games,"Europe, Latin America","Europe, North America, Latin America",
OpenXcell Technolabs Pvt. Ltd.,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Poker, Lottery, Sports Betting, Esports, Payments","North America, Asia, Australasia","Europe, Africa, Latin America, MENA (Middle East North Africa)",https://minibet.games/
Operator (team involved in offering betting / games / slots to consumers),Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,"Europe, Latin America",
Redcore,"Supplier (product, technology or service)","Casino & Games, Poker, Esports","Europe, Asia",North America,
Operator (team involved in offering betting / games / slots to consumers),Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Payments",Africa,"Africa, MENA (Middle East North Africa)",
NuxGame,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa","Europe, North America",
NuxGame,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa","Europe, North America, Asia, Africa, Latin America, Australasia",
Operator (team involved in offering betting / games / slots to consumers),Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,"Africa, Latin America",
Playtech,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Operator (team involved in offering betting / games / slots to consumers),Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,Europe,https://maxbet.rs/
Operator (team involved in offering betting / games / slots to consumers),Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Social",MENA (Middle East North Africa),"Asia, Africa, Latin America",
Operator (team involved in offering betting / games / slots to consumers),Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,Europe,https://www.bet-at-home.com/
Smart And Applied DOO,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Operator (team involved in offering betting / games / slots to consumers),Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Lottery",Europe,Europe,
Operator (team involved in offering betting / games / slots to consumers),Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Australasia","Europe, Australasia",https://wildtokyo.com/
Alea,"Supplier (product, technology or service)",Casino & Games,"Europe, Latin America","Europe, Asia",
Softgamings,"Supplier (product, technology or service)",Casino & Games,Europe,Asia,
Alea,"Supplier (product, technology or service)",Casino & Games,Europe,North America,
LigueLead,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Esports",Latin America,"Europe, Latin America",
Operator (team involved in offering betting / games / slots to consumers),Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,"Europe, Latin America, MENA (Middle East North Africa)",https://cbet.lt/
Geme Wallet,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Payments","Europe, Africa, Latin America","Europe, Africa, Latin America, MENA (Middle East North Africa)",
Operator (team involved in offering betting / games / slots to consumers),Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Operator (team involved in offering betting / games / slots to consumers),Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,"Europe, Asia, Africa",
Operator (team involved in offering betting / games / slots to consumers),Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Operator (team involved in offering betting / games / slots to consumers),Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Operator (team involved in offering betting / games / slots to consumers),Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Asia, Africa, MENA (Middle East North Africa)",MENA (Middle East North Africa),
Operator (team involved in offering betting / games / slots to consumers),Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, MENA (Middle East North Africa)",Latin America,
Operator (team involved in offering betting / games / slots to consumers),Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, Latin America","Africa, MENA (Middle East North Africa)",
Operator (team involved in offering betting / games / slots to consumers),Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Payments",MENA (Middle East North Africa),Africa,
Orionesofttech,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Asia,Asia,
Osombet.com,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Asia, Africa, Latin America","North America, Australasia, MENA (Middle East North Africa)",https://osombet.com/
BRAVE BRAINS S.L.,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
OUSLY,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
OXOIX,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Codere,"Supplier (product, technology or service)",Casino & Games,"Europe, Latin America","Europe, Latin America",
PAF,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Payments, Social",Europe,Europe,
Paf,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,Europe,
Paf,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Sports Betting, Payments",Europe,Europe,
PAF,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Lottery, Sports Betting, Coin-op/Amusements",Europe,Europe,
PAF,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Poker, Sports Betting",Europe,Europe,
369 Trading,"Supplier (product, technology or service)",Casino & Games,"Europe, MENA (Middle East North Africa)",Europe,
PAF GAMES,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Poker, Sports Betting",Europe,Europe,
Paf Sport & Casino,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,Europe,
Palatial leisure limited,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Poker, Sports Betting",Europe,Europe,
Zitro,"Supplier (product, technology or service)","Casino & Games, Bingo","Europe, North America, Asia, Latin America","Europe, North America, Asia, Latin America",
K2R,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Esports",Europe,Europe,
Reel Kingdom,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
oceanbase,"Supplier (product, technology or service)",Casino & Games,Latin America,Europe,
Reelkingdom,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Palms Bet,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Poker","Europe, North America, Asia, Africa, Latin America","Europe, North America, Asia, Africa, Latin America",
Softquo Holding,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia, Africa, Latin America",Australasia,
oceanbase,"Supplier (product, technology or service)","Casino & Games, Security/Cyber-security","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)","Europe, North America",
PAMPLONA AZAR S.L.,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Pan de Bono Consulting Limited,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
Parimatch,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Esports",Europe,Europe,
Parimatch,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Esports",Europe,Europe,
WOW GAMING,"Supplier (product, technology or service)",Casino & Games,Asia,"Europe, Latin America",
Parimatch,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Esports","Asia, Latin America","Europe, Asia",
Parimatch,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,"Europe, Asia",
Stay Partners,"Supplier (product, technology or service)",Casino & Games,Australasia,Australasia,
JD Gaming Supplies & Services,"Supplier (product, technology or service)",Casino & Games,Europe,"Europe, MENA (Middle East North Africa)",
Zitro,"Supplier (product, technology or service)","Casino & Games, Bingo","Europe, North America, Asia, Latin America","Europe, North America, Asia, Latin America",
MERKUR,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Africa, Latin America",Europe,
Giesecke+Devrient,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",Europe,
PariPesa,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, Asia, Africa, Latin America","Europe, Asia, Africa, Latin America",
Betar..,"Supplier (product, technology or service)",Casino & Games,"Europe, North America",Europe,
Park avenue Gaming,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Sports Betting",Latin America,Latin America,
Parnell Plaza,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo",Europe,Europe,
Parnell Plaza,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Poker, Coin-op/Amusements, Payments",Europe,Europe,
Partouche Images,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery","Europe, Africa",Africa,
Payment Systems,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Latin America","Europe, Latin America, Australasia",
The Sports Lab,"Supplier (product, technology or service)","Casino & Games, Sports Betting",Europe,North America,
SPRIBE,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
PEJ,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Coin-op/Amusements","Europe, Latin America","Europe, Latin America",
Cipriani,"Supplier (product, technology or service)","Casino & Games, Sports Betting",Latin America,Latin America,
PGS Italia SRL,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
PH RESORTS GROUP,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Hospitality",Asia,Asia,
Geme Wallet,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Payments","Europe, Africa, Latin America","Europe, Africa, Latin America, MENA (Middle East North Africa)",
PICKEM,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Social",North America,North America,https://pickem.social/
LFG Projects,"Supplier (product, technology or service)","Casino & Games, Payments","Europe, Asia, Latin America","Europe, Asia, Africa, Latin America",
Expenti,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Latin America",Australasia,
Picklebet,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Esports","North America, Australasia",North America,https://picklebet.com/
Pinnacle,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Esports","Europe, North America, Asia, Africa, Latin America","Europe, North America",
Pistis Trade N.V.,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Asia, Africa, MENA (Middle East North Africa)",Latin America,
Platinum Casino,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Playfortuna,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Asia","North America, MENA (Middle East North Africa)",
PlaynGo,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Poker","Europe, North America, Asia, Latin America, MENA (Middle East North Africa)","Asia, Latin America",
Lagio Gaming,"Supplier (product, technology or service)",Casino & Games,"Europe, Africa",Africa,
Microgaming,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia","Europe, North America",
Playnorth,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Playoda,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, Asia, Africa, Latin America","Europe, Asia, Africa, Latin America",https://www.playoda.com/
Playoda,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Latin America,"Asia, Africa",
PlayOJO,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo","Europe, North America, Latin America","Europe, North America, Latin America",
GiG,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Playrix,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Social",Europe,Europe,
Playson,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, Latin America","Asia, MENA (Middle East North Africa)",
PLAYSOURCE,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Africa,Latin America,
Valsea IT,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia","Europe, Latin America",
playstar,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,North America,North America,
Zitro,"Supplier (product, technology or service)","Casino & Games, Bingo","Europe, North America, Latin America","Europe, North America, Latin America",
Findeks,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Playtech,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Asia",Latin America,
Hedef,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
PLS,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Asia, Africa",Latin America,
"ADNET, SL Verybox.com","Supplier (product, technology or service)",Casino & Games,Europe,Latin America,
Edifoier,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
PlugNPlay,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Asia, Latin America","Europe, Asia, Africa, Latin America",
plyx,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Asia, Latin America","North America, Latin America",
Poligon Enterntainment,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,Europe,
Poligon Enterntainment,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,Europe,
PowerPlay,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",North America,North America,
Gaming innovation group,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Latin America",Africa,
MANIPULADOS Y ACABADOS METALICOS SL,"Supplier (product, technology or service)","Casino & Games, Bingo",Europe,Europe,
Predict International Ltd,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Social",Africa,Africa,
Promatic,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Africa, Latin America","Europe, Africa, Latin America",
"Proserve Performance co., ltd",Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Asia,Asia,https://www.taptap.asia/
Proxy Live Solutions,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Poker, Lottery","Europe, North America, Asia","Europe, North America, Asia, Africa, Latin America",
Punt.com and Chanced.com,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, Asia","Europe, Asia",
PureWager Group,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Sports Betting",North America,North America,
Puzzoo Games,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,North America,Europe,
Quanta Grove,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, North America, Asia","Europe, Asia, Latin America",
QuinnBet,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,Europe,
QuinnBet,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,Europe,
Pragmatic,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia, Latin America",Latin America,
Raineau Group,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Hospitality","Europe, Latin America, MENA (Middle East North Africa)","Europe, Latin America, MENA (Middle East North Africa)",
Rank,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Sports Betting",Europe,Europe,https://linkedin.com/in/
Rank Group,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Sports Betting, Esports","Europe, Latin America","Europe, Latin America",
Rank Holding España SA,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Poker",Europe,Latin America,https://linkedin.com/in/
Mobile Incorporated LTD,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Latin America","Europe, North America, Asia, Latin America, Australasia, MENA (Middle East North Africa)",
Rank Interactive,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo","Europe, Africa",Europe,
Diwienn,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Rank International,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Sports Betting",Europe,Latin America,
Zitro,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Latin America","Africa, Australasia, MENA (Middle East North Africa)",
Rant Games,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Social","Europe, North America, Asia, Africa, Latin America, Australasia","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
Realm/Throne,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Asia","Latin America, MENA (Middle East North Africa)",
PRTronic GmbH,"Supplier (product, technology or service)","Casino & Games, Poker",Europe,Europe,
Affpeople,"Supplier (product, technology or service)",Casino & Games,Europe,"North America, Asia, Africa, Latin America, Australasia",
Realtime Gaming,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,North America,North America,
"RECREATIUS VICENT GRAU, S.L.",Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Coin-op/Amusements",Europe,Europe,
recreativos monterlo de atocha s.l,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Sports Betting",Europe,Europe,
"RECREATIVOS WHITE HOUSE, S.L.",Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
RedCore,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Poker, Sports Betting","Europe, Asia, Africa, Latin America",North America,
Betfoc,"Supplier (product, technology or service)",Casino & Games,Asia,"Asia, Latin America",
RedCore,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Africa, Latin America",Latin America,
RedCore,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
reels.io,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, Asia, Latin America","North America, Africa, Australasia, MENA (Middle East North Africa)",
Regency Entertainment SA,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Hospitality",Europe,Europe,
Logix srl,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Sports Betting, Esports",Europe,"North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
Ninja Gaming,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia, Africa","Europe, Asia, Latin America, MENA (Middle East North Africa)",
Rei do Pitaco,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Latin America,Latin America,
Reliato,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,Europe,
Resorts World Limited,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Poker, Sports Betting, Hospitality",Africa,"Africa, MENA (Middle East North Africa)",
Layermark SL,"Supplier (product, technology or service)",Casino & Games,"Europe, Latin America",Europe,
Retabet Group,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, Latin America",Latin America,
RevDuck,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Poker, Sports Betting",Europe,Europe,
Revmasters,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, Latin America",Asia,
Rhino Entertainment,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America",Europe,
EXCO Game Studio,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia",Latin America,
Formula Kladionica,"Supplier (product, technology or service)","Casino & Games, Bingo, Sports Betting",Europe,Europe,
Asian Sportsbook,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Payments",Asia,"Asia, Africa, Australasia",
Richmond Atlantic,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Ringier Nigeria Limited,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Sports Betting",Africa,Africa,
RiskUz,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Payments","Europe, Asia","Europe, Asia",
Rivalry,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Esports","North America, Latin America",North America,https://www.rivalry.com/
ROI Internet Marketing,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, Asia","Africa, Latin America",
Formula Bet,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Rollify Limitada,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Asia,"Africa, Latin America",
Rollpartners.con,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Sports Betting",Asia,Asia,
568win,"Supplier (product, technology or service)","Casino & Games, Sports Betting","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
Usbs,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Ronin Tech LLC,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Payments",North America,"North America, Asia",
Roobet,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Esports","Europe, North America, Asia, Africa, Latin America","Europe, North America, Asia, Africa, Latin America",https://www.roobet.com/
Roobet,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Asia, Africa, Latin America",Asia,
Atlaslive,"Supplier (product, technology or service)","Casino & Games, Poker",Europe,Europe,
Innotivex,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Roobet,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Asia","Europe, Asia",
Genco,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia",North America,
Roobet,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
Rubystone,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Social",North America,North America,https://www.rubystone.co/
Evian resort,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Rubystone,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"North America, Australasia","North America, Latin America, Australasia",
"Rush Street Interactive, LP",Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","North America, Latin America","North America, Latin America",
Tapking,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
RV Group,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Esports, Payments",Europe,Europe,
Go Casinos,"Supplier (product, technology or service)",Casino & Games,Asia,Europe,
Rvgroup,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Esports, Payments",Europe,Europe,
RX Partners,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, Australasia",Europe,
BOYLE Sports,"Supplier (product, technology or service)","Casino & Games, Sports Betting",Europe,Europe,
S.T.,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
LeaderBet,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
s4gaming,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Latin America",Australasia,
Sächsische Lotto-GmbH,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery",Europe,Europe,
MÍTICO AZAR S.L,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Coco design,"Supplier (product, technology or service)",Casino & Games,Asia,Asia,
Sächsische Spielbanken GmbH & Co. KG,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,https://www.die-spielbank.de/
Betsoft,"Supplier (product, technology or service)",Casino & Games,Europe,Asia,
Strive Gaming,"Supplier (product, technology or service)",Casino & Games,North America,North America,
SPRIBE,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Studioworks ou,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Latin America","Europe, North America, Asia, Africa, Latin America, Australasia",
Betting-software@online,"Supplier (product, technology or service)",Casino & Games,"Asia, Africa, Latin America, MENA (Middle East North Africa)","Africa, Latin America, MENA (Middle East North Africa)",
Geme Wallet,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Payments","Europe, Africa, Latin America","Europe, Africa, Latin America, MENA (Middle East North Africa)",
Sahara Game Technology,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Africa,Africa,https://www.saharagametechnology.com/
Universegroup,"Supplier (product, technology or service)","Casino & Games, Poker, Sports Betting, Coin-op/Amusements",Europe,"Europe, North America, Latin America, Australasia",
SALONES EL DORVA,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Coin-op/Amusements",Europe,Europe,
Unliment,"Supplier (product, technology or service)","Casino & Games, Sports Betting","Europe, Asia, Africa, Latin America","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
The Mill Adventure,"Supplier (product, technology or service)",Casino & Games,"Europe, North America","Europe, North America",
Samurai Partners,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,North America,Europe,
San Marco Capital,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, Asia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, MENA (Middle East North Africa)",http://sanmarcocapital.com/
SB SOFTWARE,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Sports Betting, Esports, Social","Europe, Asia, Africa","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://sb.software/
SB SOFTWARE,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Sports Betting, Esports, Social","Europe, Asia, Africa","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://sb.software/
Studioworks oü,"Supplier (product, technology or service)",Casino & Games,"Europe, North America","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
SB SOFTWARE,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Sports Betting, Esports, Social","Europe, Asia, Africa","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://sb.software/
Geme Wallet,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Payments","Europe, Africa, Latin America","Europe, Africa, Latin America, MENA (Middle East North Africa)",
Havion Media AB,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia, Latin America","Europe, Asia, Latin America",
SBbet,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,"Africa, Latin America",
Heater corp,"Supplier (product, technology or service)","Casino & Games, Sports Betting","Europe, North America","Europe, North America",
SCB7,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Asia,Australasia,
Scb7,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Asia,Asia,
Heater,"Supplier (product, technology or service)",Casino & Games,"Europe, North America","Latin America, Australasia",
